episode_id,title,url,date_published,episode_number,duration,topic_urls,youtube_urls,has_show_notes,has_timestamps,fetch_ok
ama-6-eye-health-why-we-yawn-increasing-motivation,"AMA #6: Eye Health, Why We Yawn & Increasing Motivation",https://www.hubermanlab.com/episode/ama-6-eye-health-why-we-yawn-increasing-motivation,2023-04-27T08:00:00.000Z,,,,https://www.youtube.com/watch?v=uWV9a3zEaL4,True,False,True
ama-7-cold-exposure-maximizing-rem-sleep-my-next-scientific-studies,"AMA #7: Cold Exposure, Maximizing REM Sleep & My Next Scientific Studies",https://www.hubermanlab.com/episode/ama-7-cold-exposure-maximizing-rem-sleep-my-next-scientific-studies,2023-05-31T08:00:00.000Z,,,,https://www.youtube.com/watch?v=dicP_kA-RA0,True,False,True
ama-8-balancing-caffeine-decision-fatigue-social-isolation,"AMA #8: Balancing Caffeine, Decision Fatigue & Social Isolation",https://www.hubermanlab.com/episode/ama-8-balancing-caffeine-decision-fatigue-social-isolation,2023-06-23T08:00:00.000Z,,,https://www.hubermanlab.com/topics/caffeine-science,https://www.youtube.com/watch?v=FE0lTEUa7EY,True,False,True
ama-9-kratom-risks-does-infrared-sauna-work-journaling-benefits,"AMA #9: Kratom Risks, Does Infrared Sauna Work & Journaling Benefits",https://www.hubermanlab.com/episode/ama-9-kratom-risks-does-infrared-sauna-work-journaling-benefits,2023-07-28T08:00:00.000Z,,,,https://www.youtube.com/watch?v=HoH93judXmE,True,False,True
ari-wallach-create-your-ideal-future-using-science-based-protocols,Ari Wallach: Create Your Ideal Future Using Science-Based Protocols,https://www.hubermanlab.com/episode/ari-wallach-create-your-ideal-future-using-science-based-protocols,2024-10-14T08:00:00.000Z,198,,https://www.hubermanlab.com/topics/goals-and-habits;https://www.hubermanlab.com/topics/happiness-and-wellbeing,https://www.youtube.com/watch?v=kgr22uMsJ5o,True,True,True
asi-wind-what-magic-mind-reading-reveal-about-the-brain,Asi Wind: What Magic & Mind Reading Reveal About the Brain,https://www.hubermanlab.com/episode/asi-wind-what-magic-mind-reading-reveal-about-the-brain,2024-03-25T08:00:00.000Z,169,PT2H51M38S,https://www.hubermanlab.com/topics/brain-and-neuroplasticity;https://www.hubermanlab.com/topics/creativity,https://www.youtube.com/watch?v=kpTJqwIfHcM,True,True,True
avoiding-treating-and-curing-cancer-with-the-immune-system-alex-marson,"Avoiding, Treating & Curing Cancer With the Immune System | Dr. Alex Marson",https://www.hubermanlab.com/episode/avoiding-treating-and-curing-cancer-with-the-immune-system-alex-marson,2026-03-09T08:00:00.000Z,271,,https://www.hubermanlab.com/topics/general-health,https://www.youtube.com/watch?v=u4VTFb4awrQ,True,True,True
behaviors-that-alter-your-genes-to-improve-your-health-performance-dr-melissa-ilardo,Behaviors That Alter Your Genes to Improve Your Health & Performance | Dr. Melissa Ilardo,https://www.hubermanlab.com/episode/behaviors-that-alter-your-genes-to-improve-your-health-performance-dr-melissa-ilardo,2025-05-26T08:00:00.000Z,230,PT1H52M11S,,https://www.youtube.com/watch?v=ijdpvG24IkE,True,True,True
benefits-risks-of-peptide-therapeutics-for-physical-mental-health,Benefits & Risks of Peptide Therapeutics for Physical & Mental Health,https://www.hubermanlab.com/episode/benefits-risks-of-peptide-therapeutics-for-physical-mental-health,2024-04-01T08:00:00.000Z,170,,https://www.hubermanlab.com/topics/hormone-health;https://www.hubermanlab.com/topics/society-and-technology;https://www.hubermanlab.com/topics/supplementation,https://www.youtube.com/watch?v=zU5EYw06wtw,True,True,True
best-ways-to-build-better-habits-and-break-bad-ones-james-clear,Best Ways to Build Better Habits & Break Bad Ones | James Clear,https://www.hubermanlab.com/episode/best-ways-to-build-better-habits-and-break-bad-ones-james-clear,2026-01-05T09:00:00.000Z,262,,https://www.hubermanlab.com/topics/goals-and-habits,https://www.youtube.com/watch?v=bdsc3Spm6Sw,True,True,True
bill-eddy-how-to-deal-with-high-conflict-people,Bill Eddy: How to Deal With High Conflict People,https://www.hubermanlab.com/episode/bill-eddy-how-to-deal-with-high-conflict-people,2024-10-28T08:00:00.000Z,200,,https://www.hubermanlab.com/topics/emotional-intelligence-and-relationships;https://www.hubermanlab.com/topics/happiness-and-wellbeing;https://www.hubermanlab.com/topics/mental-health,https://www.youtube.com/watch?v=SuR0DaYoe0Y,True,True,True
biological-influences-on-sex-sex-differences-and-preferences,How Hormones Shape Sexual Development,https://www.hubermanlab.com/episode/biological-influences-on-sex-sex-differences-and-preferences,2021-04-05T08:00:00.000Z,14,,https://www.hubermanlab.com/topics/hormone-health,https://www.youtube.com/watch?v=J7SrAEacyf8,True,True,True
build-ideal-physique-bret-contreras,Build Your Ideal Physique | Dr. Bret Contreras,https://www.hubermanlab.com/episode/build-ideal-physique-bret-contreras,2025-09-22T08:00:00.000Z,247,,,https://www.youtube.com/watch?v=7SIjcX5B1Vs,True,True,True
build-muscle-and-strength-and-forge-your-life-path-dorian-yates,Build Muscle & Strength & Forge Your Life Path | Dorian Yates,https://www.hubermanlab.com/episode/build-muscle-and-strength-and-forge-your-life-path-dorian-yates,2026-01-19T09:00:00.000Z,264,,,https://www.youtube.com/watch?v=qzXU390N3vs,True,True,True
build-muscle-great-posture-and-resilience-to-injury-jeff-cavaliere,"Build Muscle, Great Posture & Resilience to Injury | Jeff Cavaliere",https://www.hubermanlab.com/episode/build-muscle-great-posture-and-resilience-to-injury-jeff-cavaliere,2026-05-25T08:00:00.000Z,282,,https://www.hubermanlab.com/topics/fitness-and-workout-routines,https://www.youtube.com/watch?v=s95KFJ2efm4,True,True,True
chris-voss-how-to-succeed-at-hard-conversations,Chris Voss: How to Succeed at Hard Conversations,https://www.hubermanlab.com/episode/chris-voss-how-to-succeed-at-hard-conversations,2023-10-02T08:00:00.000Z,144,,https://www.hubermanlab.com/topics/emotional-intelligence-and-relationships;https://www.hubermanlab.com/topics/happiness-and-wellbeing,https://www.youtube.com/watch?v=q8CHXefn7B4,True,True,True
coleman-ruiz-overcoming-physical-emotional-challenges,Coleman Ruiz: Overcoming Physical & Emotional Challenges,https://www.hubermanlab.com/episode/coleman-ruiz-overcoming-physical-emotional-challenges,2024-04-08T08:00:00.000Z,170,,https://www.hubermanlab.com/topics/happiness-and-wellbeing;https://www.hubermanlab.com/topics/mental-health,https://www.youtube.com/watch?v=acgz0C-z-gc,True,True,True
contracts-of-love-money-that-make-or-break-relationships-james-sexton,Contracts of Love & Money That Make or Break Relationships | James Sexton,https://www.hubermanlab.com/episode/contracts-of-love-money-that-make-or-break-relationships-james-sexton,2025-05-05T08:00:00.000Z,227,,,https://www.youtube.com/watch?v=zpkwefXtbfk,True,True,True
control-pain-and-heal-faster-with-your-brain,Control Pain & Heal Faster with Your Brain,https://www.hubermanlab.com/episode/control-pain-and-heal-faster-with-your-brain,2021-03-01T09:00:00.000Z,9,,https://www.hubermanlab.com/topics/brain-and-neuroplasticity;https://www.hubermanlab.com/topics/general-health,https://www.youtube.com/watch?v=mcPSRWUYCv0,True,True,True
control-your-vagus-nerve-to-improve-mood-alertness-neuroplasticity,"Control Your Vagus Nerve to Improve Mood, Alertness & Neuroplasticity",https://www.hubermanlab.com/episode/control-your-vagus-nerve-to-improve-mood-alertness-neuroplasticity,2025-06-23T08:00:00.000Z,234,,,https://www.youtube.com/watch?v=CLbVW3Pj46A,True,True,True
controlling-sugar-cravings-and-metabolism-with-science-based-tools,Controlling Sugar Cravings & Metabolism with Science-Based Tools,https://www.hubermanlab.com/episode/controlling-sugar-cravings-and-metabolism-with-science-based-tools,2022-03-21T08:00:00.000Z,64,,https://www.hubermanlab.com/topics/diet-and-nutrition;https://www.hubermanlab.com/topics/general-health;https://www.hubermanlab.com/topics/science-of-adhd,https://www.youtube.com/watch?v=VAEzZeaV5zM,True,True,True
controlling-your-dopamine-for-motivation-focus-and-satisfaction,"Controlling Your Dopamine For Motivation, Focus & Satisfaction",https://www.hubermanlab.com/episode/controlling-your-dopamine-for-motivation-focus-and-satisfaction,2021-09-27T08:00:00.000Z,39,,https://www.hubermanlab.com/topics/focus-and-concentration;https://www.hubermanlab.com/topics/motivation-and-willpower;https://www.hubermanlab.com/topics/science-of-adhd,https://www.youtube.com/watch?v=QmOF0crdyRU,True,True,True
cultivating-awe-and-emotional-connection-dr-dacher-keltner,Cultivating Awe & Emotional Connection in Daily Life | Dr. Dacher Keltner,https://www.hubermanlab.com/episode/cultivating-awe-and-emotional-connection-dr-dacher-keltner,2026-04-06T08:00:00.000Z,275,,https://www.hubermanlab.com/topics/emotional-intelligence-and-relationships,https://www.youtube.com/watch?v=Tmw2dW0a9DY,True,True,True
david-fajgenbaum-using-drugs-treat-diseases-brain-body,Using Existing Drugs in New Ways to Treat & Cure Diseases of Brain & Body | Dr. David Fajgenbaum,https://www.hubermanlab.com/episode/david-fajgenbaum-using-drugs-treat-diseases-brain-body,2025-11-03T09:00:00.000Z,253,,,https://www.youtube.com/watch?v=PCbD3hFyfCk,True,True,True
david-goggins-how-to-build-immense-inner-strength,David Goggins: How to Build Immense Inner Strength,https://www.hubermanlab.com/episode/david-goggins-how-to-build-immense-inner-strength,2024-01-01T09:00:00.000Z,157,PT2H37M35S,https://www.hubermanlab.com/topics/happiness-and-wellbeing;https://www.hubermanlab.com/topics/motivation-and-willpower,https://www.youtube.com/watch?v=nDLb8_wgX50,True,True,True
defining-healthy-masculinity-how-to-build-it-terry-real,Defining Healthy Masculinity & How to Build It | Terry Real,https://www.hubermanlab.com/episode/defining-healthy-masculinity-how-to-build-it-terry-real,2025-12-29T09:00:00.000Z,261,,,https://www.youtube.com/watch?v=qGb7hYMlA3o,True,True,True
developing-a-rational-approach-to-supplementation-for-health-and-performance,Developing a Rational Approach to Supplementation for Health & Performance,https://www.hubermanlab.com/episode/developing-a-rational-approach-to-supplementation-for-health-and-performance,2023-01-09T09:00:00.000Z,,,https://www.hubermanlab.com/topics/supplementation,https://www.youtube.com/watch?v=tLS6t3FVOTI,True,True,True
dr-adam-grant-how-to-unlock-your-potential-motivation-unique-abilities,"Dr. Adam Grant: How to Unlock Your Potential, Motivation & Unique Abilities",https://www.hubermanlab.com/episode/dr-adam-grant-how-to-unlock-your-potential-motivation-unique-abilities,2023-11-27T09:00:00.000Z,152,PT3H12M22S,https://www.hubermanlab.com/topics/daily-routines;https://www.hubermanlab.com/topics/goals-and-habits;https://www.hubermanlab.com/topics/happiness-and-wellbeing;https://www.hubermanlab.com/topics/motivation-and-willpower,https://www.youtube.com/watch?v=3gtvNYa3Nd8,True,True,True
dr-alia-crum-science-of-mindsets-for-health-performance,Dr. Alia Crum: Science of Mindsets for Health & Performance,https://www.hubermanlab.com/episode/dr-alia-crum-science-of-mindsets-for-health-performance,2022-01-24T09:00:00.000Z,56,,https://www.hubermanlab.com/topics/emotional-intelligence-and-relationships;https://www.hubermanlab.com/topics/goals-and-habits,https://www.youtube.com/watch?v=dFR_wFN23ZY,True,True,True
dr-allan-schore-how-relationships-shape-your-brain,Dr. Allan Schore: How Relationships Shape Your Brain,https://www.hubermanlab.com/episode/dr-allan-schore-how-relationships-shape-your-brain,2024-11-11T09:00:00.000Z,202,,https://www.hubermanlab.com/topics/emotional-intelligence-and-relationships;https://www.hubermanlab.com/topics/happiness-and-wellbeing,https://www.youtube.com/watch?v=rZkMpVLcVsg,True,True,True
dr-andy-galpin-how-to-assess-improve-all-aspects-of-your-fitness,Guest Series | Dr. Andy Galpin: How to Assess & Improve All Aspects of Your Fitness,https://www.hubermanlab.com/episode/dr-andy-galpin-how-to-assess-improve-all-aspects-of-your-fitness,2023-01-18T09:00:00.000Z,,,https://www.hubermanlab.com/topics/fitness-and-workout-routines,https://www.youtube.com/watch?v=zEYE-vcVKy8,True,True,True
dr-andy-galpin-how-to-build-physical-endurance-and-lose-fat,Guest Series | Dr. Andy Galpin: How to Build Physical Endurance & Lose Fat,https://www.hubermanlab.com/episode/dr-andy-galpin-how-to-build-physical-endurance-and-lose-fat,2023-02-01T09:00:00.000Z,,,https://www.hubermanlab.com/topics/fitness-and-workout-routines,https://www.youtube.com/watch?v=oNkDA2F7CjM,True,True,True
dr-andy-galpin-how-to-build-strength-muscle-size-and-endurance,"Dr. Andy Galpin: How to Build Strength, Muscle Size & Endurance",https://www.hubermanlab.com/episode/dr-andy-galpin-how-to-build-strength-muscle-size-and-endurance,2022-03-28T08:00:00.000Z,65,,https://www.hubermanlab.com/topics/fitness-and-workout-routines,https://www.youtube.com/watch?v=IAnhFUUCq6c,True,True,True
dr-andy-galpin-optimal-nutrition-and-supplementation-for-fitness,Guest Series | Dr. Andy Galpin: Optimal Nutrition & Supplementation for Fitness,https://www.hubermanlab.com/episode/dr-andy-galpin-optimal-nutrition-and-supplementation-for-fitness,2023-02-22T09:00:00.000Z,,,https://www.hubermanlab.com/topics/diet-and-nutrition;https://www.hubermanlab.com/topics/supplementation,https://www.youtube.com/watch?v=q37ARYnRDGc,True,True,True
dr-andy-galpin-optimal-protocols-to-build-strength-and-grow-muscles,Guest Series | Dr. Andy Galpin: Optimal Protocols to Build Strength & Grow Muscles,https://www.hubermanlab.com/episode/dr-andy-galpin-optimal-protocols-to-build-strength-and-grow-muscles,2023-01-25T09:00:00.000Z,,,https://www.hubermanlab.com/topics/fitness-and-workout-routines,https://www.youtube.com/watch?v=CyDLbrZK75U,True,True,True
dr-andy-galpin-optimize-your-training-program-for-fitness-and-longevity,Guest Series | Dr. Andy Galpin: Optimize Your Training Program for Fitness & Longevity,https://www.hubermanlab.com/episode/dr-andy-galpin-optimize-your-training-program-for-fitness-and-longevity,2023-02-08T09:00:00.000Z,,,https://www.hubermanlab.com/topics/fitness-and-workout-routines,https://www.youtube.com/watch?v=UIy-WQCZd4M,True,True,True
dr-anna-lembke-understanding-and-treating-addiction,Dr. Anna Lembke: Understanding & Treating Addiction,https://www.hubermanlab.com/episode/dr-anna-lembke-understanding-and-treating-addiction,2021-08-16T08:00:00.000Z,33,,https://www.hubermanlab.com/topics/mental-health,https://www.youtube.com/watch?v=p3JLaF_4Tz8,True,True,True
dr-becky-kennedy-overcoming-guilt-building-tenacity-in-kids-adults,Dr. Becky Kennedy: Overcoming Guilt & Building Tenacity in Kids & Adults,https://www.hubermanlab.com/episode/dr-becky-kennedy-overcoming-guilt-building-tenacity-in-kids-adults,2025-01-13T09:00:00.000Z,211,,https://www.hubermanlab.com/topics/emotional-intelligence-and-relationships,https://www.youtube.com/watch?v=qi4VwpEs3LE,True,True,True
dr-becky-kennedy-protocols-for-excellent-parenting-improving-relationships-of-all-kinds,Dr. Becky Kennedy: Protocols for Excellent Parenting & Improving Relationships of All Kinds,https://www.hubermanlab.com/episode/dr-becky-kennedy-protocols-for-excellent-parenting-improving-relationships-of-all-kinds,2024-02-26T09:00:00.000Z,165,,https://www.hubermanlab.com/topics/emotional-intelligence-and-relationships,https://www.youtube.com/watch?v=XT_6Lvkhxvo,True,True,True
dr-bernardo-huberman-how-to-use-curiosity-focus-to-create-a-joyful-meaningful-life,Dr. Bernardo Huberman: How to Use Curiosity & Focus to Create a Joyful & Meaningful Life,https://www.hubermanlab.com/episode/dr-bernardo-huberman-how-to-use-curiosity-focus-to-create-a-joyful-meaningful-life,2024-12-16T09:00:00.000Z,207,,https://www.hubermanlab.com/topics/happiness-and-wellbeing;https://www.hubermanlab.com/topics/society-and-technology,https://www.youtube.com/watch?v=tR73Ny4Dt9s,True,True,True
dr-bonnie-halpern-felsher-vaping-alcohol-use-other-risky-youth-behaviors,"Dr. Bonnie Halpern-Felsher: Vaping, Alcohol Use & Other Risky Youth Behaviors",https://www.hubermanlab.com/episode/dr-bonnie-halpern-felsher-vaping-alcohol-use-other-risky-youth-behaviors,2024-04-22T08:00:00.000Z,173,,https://www.hubermanlab.com/topics/alcohol-tobacco-and-cannabis,https://www.youtube.com/watch?v=zlc4VrDx_qk,True,True,True
dr-brian-keating-charting-the-architecture-of-the-universe-human-life,Dr. Brian Keating: Charting the Architecture of the Universe & Human Life,https://www.hubermanlab.com/episode/dr-brian-keating-charting-the-architecture-of-the-universe-human-life,2025-01-20T09:00:00.000Z,212,,https://www.hubermanlab.com/topics/society-and-technology,https://www.youtube.com/watch?v=3-ukCGQJk2c,True,True,True
dr-cal-newport-how-to-enhance-focus-and-improve-productivity,Dr. Cal Newport: How to Enhance Focus and Improve Productivity,https://www.hubermanlab.com/episode/dr-cal-newport-how-to-enhance-focus-and-improve-productivity,2024-03-11T08:00:00.000Z,167,,https://www.hubermanlab.com/topics/daily-routines;https://www.hubermanlab.com/topics/focus-and-concentration,https://www.youtube.com/watch?v=p4ZfkezDTXQ,True,True,True
dr-casey-halpern-biology-and-treatments-for-compulsive-eating-and-behaviors,Dr. Casey Halpern: Biology & Treatments for Compulsive Eating & Behaviors,https://www.hubermanlab.com/episode/dr-casey-halpern-biology-and-treatments-for-compulsive-eating-and-behaviors,2022-09-26T08:00:00.000Z,,,https://www.hubermanlab.com/topics/diet-and-nutrition;https://www.hubermanlab.com/topics/mental-health,https://www.youtube.com/watch?v=Nr5xb-QCBGA,True,True,True
dr-casey-means-transform-your-health-by-improving-metabolism-hormone-blood-sugar-regulation,"Dr. Casey Means: Transform Your Health by Improving Metabolism, Hormone & Blood Sugar Regulation",https://www.hubermanlab.com/episode/dr-casey-means-transform-your-health-by-improving-metabolism-hormone-blood-sugar-regulation,2024-05-06T08:00:00.000Z,175,PT2H56M26S,https://www.hubermanlab.com/topics/general-health;https://www.hubermanlab.com/topics/hormone-health,https://www.youtube.com/watch?v=8qaBpM73NSk,True,True,True
dr-charan-ranganath-how-to-improve-memory-focus-using-science-protocols,Dr. Charan Ranganath: How to Improve Memory & Focus Using Science Protocols,https://www.hubermanlab.com/episode/dr-charan-ranganath-how-to-improve-memory-focus-using-science-protocols,2024-09-30T08:00:00.000Z,196,,https://www.hubermanlab.com/topics/focus-and-concentration;https://www.hubermanlab.com/topics/memory-and-learning,https://www.youtube.com/watch?v=jC8Pu9HBd48,True,True,True
dr-charles-zuker-the-biology-of-taste-perception-and-sugar-craving,Dr. Charles Zuker: The Biology of Taste Perception & Sugar Craving,https://www.hubermanlab.com/episode/dr-charles-zuker-the-biology-of-taste-perception-and-sugar-craving,2022-07-18T08:00:00.000Z,,,https://www.hubermanlab.com/topics/diet-and-nutrition,https://www.youtube.com/watch?v=UChhXiFPRgg,True,True,True
dr-chris-palmer-diet-nutrition-for-mental-health,Dr. Chris Palmer: Diet & Nutrition for Mental Health,https://www.hubermanlab.com/episode/dr-chris-palmer-diet-nutrition-for-mental-health,2022-11-21T09:00:00.000Z,99,,https://www.hubermanlab.com/topics/diet-and-nutrition;https://www.hubermanlab.com/topics/general-health;https://www.hubermanlab.com/topics/mental-health,https://www.youtube.com/watch?v=xjEFo3a1AnI,True,True,True
dr-craig-heller-using-temperature-for-performance-brain-and-body-health,"Dr. Craig Heller: Using Temperature for Performance, Brain & Body Health",https://www.hubermanlab.com/episode/dr-craig-heller-using-temperature-for-performance-brain-and-body-health,2021-10-04T08:00:00.000Z,40,,https://www.hubermanlab.com/topics/cold-plunges-and-deliberate-cooling;https://www.hubermanlab.com/topics/fitness-and-workout-routines,https://www.youtube.com/watch?v=77CdVSpnUX4,True,True,True
dr-craig-koniver-peptide-hormone-therapies-for-health-performance-longevity,"Dr. Craig Koniver: Peptide & Hormone Therapies for Health, Performance & Longevity",https://www.hubermanlab.com/episode/dr-craig-koniver-peptide-hormone-therapies-for-health-performance-longevity,2024-10-07T08:00:00.000Z,197,,https://www.hubermanlab.com/topics/aging-and-longevity;https://www.hubermanlab.com/topics/hormone-health;https://www.hubermanlab.com/topics/supplementation,https://www.youtube.com/watch?v=wRsX_ZkzxvQ,True,True,True
dr-david-anderson-the-biology-of-aggression-mating-and-arousal,"Dr. David Anderson: The Biology of Aggression, Mating & Arousal",https://www.hubermanlab.com/episode/dr-david-anderson-the-biology-of-aggression-mating-and-arousal,2022-09-12T08:00:00.000Z,,,https://www.hubermanlab.com/topics/emotional-intelligence-and-relationships,https://www.youtube.com/watch?v=uxZFl4BDOGk,True,True,True
dr-david-berson-your-brains-logic-and-function,Dr. David Berson: Your Brain's Logic & Function,https://www.hubermanlab.com/episode/dr-david-berson-your-brains-logic-and-function,2021-12-13T09:00:00.000Z,50,,https://www.hubermanlab.com/topics/brain-and-neuroplasticity;https://www.hubermanlab.com/topics/general-health,https://www.youtube.com/watch?v=oC3fhUjg30E,True,True,True
